weight,height,age,gender,vaccinations,health_condition,market_price,meat_price_per_kg,milk_price_per_liter
49.963209507789,0.6295930501870337,7,male,yes,sick,2495.2324354680095,500.4009752229042,90.04013439892623
96.05714451279329,0.8793306631648508,3,male,yes,healthy,3501.319838816932,339.99804490277256,81.60612142245115
78.5595153449124,1.1110620851134858,7,female,no,sick,1049.364184241496,555.5537777516663,75.17567556489983
67.89267873576293,1.0125574204866927,8,female,yes,sick,1571.8435104030086,545.1573152179923,53.005427803919794
32.48149123539492,1.0645928035030148,6,male,no,sick,3969.174152681051,304.09850564118284,95.79674812555768
32.47956162689621,0.9611483566975021,9,male,no,sick,1976.646434864612,568.7179066545343,80.7725710192203
24.64668897345596,0.9845935951624967,6,male,yes,healthy,3392.0364693149986,308.68329502301015,59.6345547346484
89.29409166199481,1.0944369560957234,9,female,no,sick,2540.4104112921186,371.893735487267,80.31930584915264
68.0892009394567,0.6747676062014302,4,male,no,healthy,4419.223115197046,309.7167413327985,83.87316771199866
76.64580622368364,0.8425974745501983,8,male,yes,healthy,4809.661223986574,400.7530461117948,76.28851683416127
21.646759543664196,0.6548466092737215,4,male,yes,sick,4534.258913480762,454.1599577139815,85.90508689780113
97.59278817295954,1.191367605597653,2,male,no,sick,2082.479978774387,538.9934607045415,79.07269739643121
86.59541126403374,1.1608415377806294,9,female,yes,sick,1776.651476184329,401.39446514095084,97.3884791016074
36.987128854262096,0.5275987679579541,5,female,no,healthy,2897.73957448294,511.647007401935,52.68485392996534
34.54599737656805,0.9939026207609819,4,male,no,sick,1029.3366033447212,356.2513371356941,55.31228542347802
34.6723607882747,1.1476738221909661,2,male,yes,sick,1103.237571452727,525.1795370232379,58.683581847716994
44.33937943676302,0.6264027415891334,1,female,yes,sick,3213.1625584920002,370.7989817727713,84.5085535302166
61.98051453057903,0.8975616613868407,7,female,yes,sick,3081.797616661144,343.06342678313035,82.27979363749043
54.55560149136926,1.1408418083116292,6,male,yes,sick,4978.32795614104,355.6226551122163,94.6029430104847
43.298331215843355,0.5237621850100592,2,female,no,healthy,1807.3673414550324,354.6189386645566,86.64387264419491
68.94823157779035,0.9881941870727879,8,female,no,sick,2032.4157166418738,453.85886381309734,75.41777437822961
31.15950885216335,0.7081443051607855,4,male,yes,sick,1454.1625693051467,553.4392743564438,99.5915896231815
43.37157188281745,1.1470773367635712,8,female,yes,sick,4670.172038614979,323.8815230977517,63.30539780846496
49.308947463495336,1.1797407716157573,7,female,no,healthy,4111.244977833803,512.0868955480269,91.6595829892727
56.48559873736288,1.1609865423794037,5,male,no,sick,4289.35644582739,496.3039378958573,71.33951860969597
82.81407691144109,0.8319499516602247,8,male,no,healthy,4611.055151858035,561.7559855488087,82.43675694378672
35.97390257266878,1.1034298556925193,9,female,no,healthy,3099.599946903353,373.24426815207215,86.3634235226217
61.13875507308893,1.0911845789745493,5,male,yes,sick,2804.772765802895,435.0329576055089,81.68770435951681
67.39316550896339,0.7233703312702789,5,female,no,sick,2321.5658946624662,577.7482123330552,57.02536515542966
23.71603301759982,1.0802408319054742,2,male,no,sick,3356.858457391422,497.99803504059514,72.14755053739664
68.60358815211507,0.5259053443008448,5,female,yes,healthy,2817.11358715929,416.6305238584791,78.07191889665621
33.64192989498332,0.9173889149374371,3,male,no,healthy,2806.2623464223007,339.42371485658055,92.45218795892984
25.20412743882236,0.6610061861013921,7,female,no,healthy,4747.711454924556,378.7455023701773,72.18228743992861
95.91084298026666,0.5843968200440952,5,female,yes,healthy,4936.12605711652,474.364643246815,95.93736524021257
97.25056264596475,0.5538672411404464,8,female,yes,healthy,4185.937557318322,515.4503842681542,72.01871115126053
84.67178784931689,0.9874021431146978,1,male,yes,healthy,4027.032360987713,337.32656605556804,77.43899296315058
44.36910153386965,0.7379124746376463,3,male,no,sick,3722.2326471164056,479.87917801321623,89.81428414714006
27.81376912051071,1.007336740070133,3,female,no,sick,1664.2994093340549,465.1053836516253,79.15338422110719
74.73864212097254,0.5457494385592596,9,female,yes,healthy,1236.423283502618,454.18663400721243,98.01090361914123
55.21219949916811,0.7207032364814272,5,male,yes,sick,3762.9052604530525,507.03693530460237,83.01679152570638
29.763058787582306,0.877643904662736,9,male,no,sick,3915.1448890263036,551.2348785250385,76.13547270338006
59.614152808901615,1.0535062153872743,9,male,yes,healthy,1187.8919643925592,396.8969049530605,51.179598389039796
22.75108168921747,0.7231267520524489,1,male,yes,healthy,4712.207000915392,566.7036570332878,70.68664487901648
92.74563216630257,0.9381239635059063,2,male,yes,sick,1364.5625577787102,348.1900837855652,64.96242096300801
40.70239852800135,1.120184423765331,5,male,no,healthy,2143.6021350848096,351.90716092534933,87.40528339437446
73.00178274831856,0.9311042317276133,4,female,no,healthy,3689.559251194818,380.0316190871772,60.41388375767729
44.93688608715288,0.6630716323275436,9,male,no,sick,1679.4903776179053,335.85926086412337,60.261004364703595
61.605441694224865,0.5170805470895766,7,female,no,healthy,1221.6635537689776,369.0957674048633,59.47595216186884
63.73682234746237,1.1090692117306509,6,male,no,sick,2324.585956656599,331.9235288708534,56.280780657811796
34.788356442042165,0.514888587595271,7,male,no,sick,4063.886299420716,546.5257250956171,65.55035018354437
97.56677022116469,1.1122911708789396,1,female,yes,sick,2654.7147159410415,341.69069756598736,94.29610572217126
82.01062586888916,0.8702559938190484,1,female,no,sick,3611.891687631757,524.189267267957,88.74642361529774
95.15991532513513,1.1573473889590273,8,male,no,sick,3318.4763889125466,314.3741603740001,86.76256081533967
91.5861880342119,1.0591482650415658,2,female,yes,healthy,1088.8739281023215,584.5560982541745,89.86684028249813
67.83199830488681,1.1985538773733362,9,female,no,healthy,4954.159948182827,513.3480262583298,63.47089446647858
93.74993880184934,0.7454982708161971,7,female,no,healthy,1165.712355277551,302.0389645758335,94.37208453762439
27.07940016415356,1.0370318022517888,6,female,yes,healthy,4871.210950593941,529.1569500600642,56.86516875708022
35.67862899353162,0.7813516395264695,1,male,yes,sick,3199.4567134575927,454.2245762298556,66.8172863357791
23.618183112843045,0.8359129342127362,1,female,yes,sick,4852.636108260266,533.8095511005359,79.33740594836715
46.02642646106115,0.939253824252859,2,male,no,healthy,1459.0143976553418,456.7490426671766,55.145254417100034
51.09418317515856,1.1115739799304372,6,male,yes,sick,2961.634076742053,492.3074572906064,86.50650938882124
41.70792254191167,1.1888584284395065,6,male,no,healthy,1678.0163674642345,535.8994966185121,69.36230241017375
86.29900073215435,1.0377913897051627,2,male,no,healthy,1203.8995080897696,421.532416376357,89.22028328042
48.540266135487144,0.7924367475171337,1,female,no,healthy,3470.1164602492463,300.8124449461356,74.64481427923013
42.47476077499046,0.7949499015939492,5,female,no,sick,1831.1336838467657,554.9839487835566,59.043726221266816
63.41568665265988,1.016307611112224,5,male,yes,sick,3350.7880731501837,414.2671087873988,86.73809056776722
31.27393799798101,0.6671440020378117,2,male,yes,sick,1449.4579277959424,448.8128178049749,62.60719779194718
84.17575846032318,0.5773318791919763,6,male,no,sick,2327.945885730811,302.3299926461906,74.54051506340214
25.964051494381664,0.7482355103485435,9,male,yes,healthy,4126.530232212988,447.6276031050294,53.77666345784538
98.95095492804138,0.7010672941578572,2,female,no,sick,2748.2060873687506,595.9462204715189,80.89333272060183
81.77958154373259,0.707415684319193,2,male,no,sick,3510.9816595893453,383.4802982456309,83.29288831081386
35.89725452273379,0.663525425734937,3,female,no,sick,3589.831762982184,418.62548107271346,68.93371049863919
20.441769369888192,0.5294652327454533,7,male,yes,healthy,4375.020175949175,506.156998940603,97.72113901605368
85.23691427638673,0.5125117543133897,6,male,no,healthy,2299.691177626565,544.4381002570976,93.70844607410342
76.54858750780937,1.191405672815222,8,male,no,sick,3749.18225033007,425.21748720183007,85.39704578699974
